round	fork	config	cell	ops	note
6	3s	3s_loo_nonextop	SET_d256_P32	4153999.53	
6	3s	3s_loo_nonextop	GET_d1024_P32	2818646.91	
6	3s	3s_loo_nonextop	MIX_d64_P16	4895869.05	
6	3s	3s_loo_nonextop	HOT_G256	2471432.98	
6	3s	3s_loo_nonextop	FB_ETC	2330322.32	
6	3s	3s_val_nextop4	GET_d32_P32	4903458.54	
6	3s	3s_val_nextop4	GET_d256_P32	4090754.05	
6	3s	3s_val_nextop4	SET_d256_P32	4211588.05	
6	3s	3s_val_nextop4	GET_d1024_P32	2856353.77	
6	3s	3s_val_nextop4	MIX_d64_P16	4849874.17	
6	3s	3s_val_nextop4	HOT_G256	2338051.63	
6	3s	3s_val_nextop4	FB_ETC	2363454.88	
6	3s	3s_val_nextop16	GET_d32_P32	4935947.45	
6	3s	3s_val_nextop16	GET_d256_P32	4090199.27	
6	3s	3s_val_nextop16	SET_d256_P32	4176223.04	
6	3s	3s_val_nextop16	GET_d1024_P32	2791880.51	
6	3s	3s_val_nextop16	MIX_d64_P16	4986823.32	
6	3s	3s_val_nextop16	HOT_G256	2392934.32	
6	3s	3s_val_nextop16	FB_ETC	2305469.84	
6	3s	3s_val_nextop64	GET_d32_P32	4921419.09	
6	3s	3s_val_nextop64	GET_d256_P32	4045995.29	
6	3s	3s_val_nextop64	SET_d256_P32	4193796.76	
6	3s	3s_val_nextop64	GET_d1024_P32	2854372.61	
6	3s	3s_val_nextop64	MIX_d64_P16	4893814.26	
6	3s	3s_val_nextop64	HOT_G256	2357285.18	
6	3s	3s_val_nextop64	FB_ETC	2284939.13	
6	3s	3s_val_numcdb2	GET_d32_P32	4838238.85	
6	3s	3s_val_numcdb2	GET_d256_P32	4094748.03	
6	3s	3s_val_numcdb2	SET_d256_P32	4151527.79	
6	3s	3s_val_numcdb2	GET_d1024_P32	2871013.66	
6	3s	3s_val_numcdb2	MIX_d64_P16	4942075.57	
6	3s	3s_val_numcdb2	HOT_G256	2389666.20	
6	3s	3s_val_numcdb2	FB_ETC	2287490.49	
6	3s	3s_val_numcdb4	GET_d32_P32	4944005.85	
6	3s	3s_val_numcdb4	GET_d256_P32	4007017.27	
6	3s	3s_val_numcdb4	SET_d256_P32	4226076.90	
6	3s	3s_val_numcdb4	GET_d1024_P32	2850668.46	
6	3s	3s_val_numcdb4	MIX_d64_P16	4883084.72	
6	3s	3s_val_numcdb4	HOT_G256	2325575.84	
6	3s	3s_val_numcdb4	FB_ETC	2276790.56	
6	base	base_redis	GET_d32_P32	4309148.56	
6	base	base_redis	GET_d256_P32	3959809.55	
6	base	base_redis	SET_d256_P32	3436651.86	
6	base	base_redis	GET_d1024_P32	3275843.88	
6	base	base_redis	MIX_d64_P16	3944007.71	
6	base	base_redis	HOT_G256	3503168.82	
6	base	base_redis	FB_ETC	3252984.57	
6	base	base_keydb	GET_d32_P32	3385570.29	
6	base	base_keydb	GET_d256_P32	3393376.00	
6	base	base_keydb	SET_d256_P32	2025491.98	
6	base	base_keydb	GET_d1024_P32	1907693.66	
6	base	base_keydb	MIX_d64_P16	2700329.27	
6	base	base_keydb	HOT_G256	2947938.07	
6	base	base_keydb	FB_ETC	2810556.93	
